model,pdb_id,temperature,sample,score_nll,global_score_nll,seq_recovery,perplexity
fullbackbone,1STN,0.1,2,0.8128,0.8128,0.4559,2.2542109490685793
fullbackbone,1STN,0.1,3,0.8274,0.8274,0.5147,2.2873638562433074
fullbackbone,1STN,0.1,4,0.8392,0.8392,0.4706,2.3145146242394756
fullbackbone,1STN,0.1,5,0.8187,0.8187,0.4559,2.2675501054848652
fullbackbone,1STN,0.1,6,0.7981,0.7981,0.4632,2.221316415286752
fullbackbone,1STN,0.1,7,0.7925,0.7925,0.4559,2.208911808677008
fullbackbone,1STN,0.1,8,0.7907,0.7907,0.4926,2.204939343712423
fullbackbone,1STN,0.2,1,0.8168,0.8168,0.5221,2.2632458506214275
fullbackbone,1STN,0.2,2,0.8302,0.8302,0.5,2.2937774498816688
fullbackbone,1STN,0.2,3,0.8237,0.8237,0.4265,2.278916247688345
fullbackbone,1STN,0.2,4,0.8004,0.8004,0.4853,2.2264313229308805
fullbackbone,1STN,0.2,5,0.8581,0.8581,0.4191,2.358674951192602
fullbackbone,1STN,0.2,6,0.8299,0.8299,0.4779,2.293089419856368
fullbackbone,1STN,0.2,7,0.8611,0.8611,0.4485,2.365761600705463
fullbackbone,1STN,0.2,8,0.7979,0.7979,0.5147,2.2208721964270612
fullbackbone,1STN,0.3,1,0.8559,0.8559,0.4706,2.3534915701098
fullbackbone,1STN,0.3,2,0.8347,0.8347,0.4265,2.3041227077787876
fullbackbone,1STN,0.3,3,0.9203,0.9203,0.4926,2.510043289982639
fullbackbone,1STN,0.3,4,0.9374,0.9374,0.4265,2.5533341118846424
fullbackbone,1STN,0.3,5,0.8475,0.8475,0.4265,2.333805040103564
fullbackbone,1STN,0.3,6,0.9082,0.9082,0.4779,2.479854775013553
fullbackbone,1STN,0.3,7,0.8698,0.8698,0.4779,2.3864335190886066
fullbackbone,1STN,0.3,8,0.8886,0.8886,0.4779,2.4317228550918504
fullbackbone,1TIM,0.1,1,0.9745,0.9745,0.2955,2.6498419587177913
fullbackbone,1TIM,0.1,2,0.9611,0.9611,0.2935,2.61457092019977
fullbackbone,1TIM,0.1,3,0.9563,0.9563,0.2814,2.6020510515058155
fullbackbone,1TIM,0.1,4,0.9399,0.9399,0.2895,2.559725432986919
fullbackbone,1TIM,0.1,5,0.9703,0.9703,0.2773,2.638735961411331
fullbackbone,1TIM,0.1,6,0.9814,0.9814,0.2915,2.668189093054207
fullbackbone,1TIM,0.1,7,0.972,0.972,0.2773,2.643225627680798
fullbackbone,1TIM,0.1,8,0.9701,0.9701,0.2955,2.63820826699025
fullbackbone,1TIM,0.2,1,1.0073,1.0073,0.3097,2.738197890991203
fullbackbone,1TIM,0.2,2,0.9858,0.9858,0.2895,2.679954991056942
fullbackbone,1TIM,0.2,3,1.016,1.016,0.2874,2.7621241409153656
fullbackbone,1TIM,0.2,4,1.0,1.0,0.3036,2.718281828459045
fullbackbone,1TIM,0.2,5,0.9701,0.9701,0.2692,2.63820826699025
fullbackbone,1TIM,0.2,6,1.0136,1.0136,0.2895,2.755502991534577
fullbackbone,1TIM,0.2,7,1.0248,1.0248,0.3097,2.7865380972119307
fullbackbone,1TIM,0.2,8,1.0342,1.0342,0.2996,2.8128550512293855
fullbackbone,1TIM,0.3,1,1.0642,1.0642,0.2733,2.8985192408933727
fullbackbone,1TIM,0.3,2,1.0911,1.0911,0.2976,2.977547574138673
fullbackbone,1TIM,0.3,3,1.0525,1.0525,0.2773,2.864804183464519
fullbackbone,1TIM,0.3,4,1.0576,1.0576,0.2976,2.879452004995954
fullbackbone,1TIM,0.3,5,1.0494,1.0494,0.2794,2.8559370416666674
fullbackbone,1TIM,0.3,6,1.0551,1.0551,0.2834,2.8722623657770905
fullbackbone,1TIM,0.3,7,1.0868,1.0868,0.2753,2.9647716075835993
fullbackbone,1TIM,0.3,8,1.0873,1.0873,0.2874,2.9662543640456156
fullbackbone,1TUP,0.1,1,0.8515,0.8515,0.3795,2.3431589556231334
fullbackbone,1TUP,0.1,2,0.8693,0.8693,0.3846,2.3852406005835407
fullbackbone,1TUP,0.1,3,0.8615,0.8615,0.3744,2.366708094631911
fullbackbone,1TUP,0.1,4,0.8783,0.8783,0.3658,2.40680465869309
fullbackbone,1TUP,0.1,5,0.8672,0.8672,0.3863,2.380236851098153
fullbackbone,1TUP,0.1,6,0.867,0.867,0.388,2.3797608513294968
fullbackbone,1TUP,0.1,7,0.8812,0.8812,0.3829,2.4137945226072466
fullbackbone,1TUP,0.1,8,0.8637,0.8637,0.3675,2.371920584076119
fullbackbone,1TUP,0.2,1,0.8821,0.8821,0.3692,2.415967915557717
fullbackbone,1TUP,0.2,2,0.902,0.902,0.3778,2.464527239866597
fullbackbone,1TUP,0.2,3,0.8783,0.8783,0.3726,2.40680465869309
fullbackbone,1TUP,0.2,4,0.9004,0.9004,0.3915,2.4605871491958995
fullbackbone,1TUP,0.2,5,0.8981,0.8981,0.3607,2.454934302018966
fullbackbone,1TUP,0.2,6,0.8917,0.8917,0.3761,2.4392728924542264
fullbackbone,1TUP,0.2,7,0.8941,0.8941,0.3709,2.4451341781255054
fullbackbone,1TUP,0.2,8,0.9008,0.9008,0.3915,2.461571580928799
fullbackbone,1TUP,0.3,1,0.9306,0.9306,0.3521,2.536030339427333
fullbackbone,1TUP,0.3,2,0.9469,0.9469,0.3709,2.577706370878344
fullbackbone,1TUP,0.3,3,0.9633,0.9633,0.3726,2.620329308128382
fullbackbone,1TUP,0.3,4,0.9187,0.9187,0.3812,2.50603043186124
fullbackbone,1TUP,0.3,5,0.9771,0.9771,0.3607,2.656740512043596
fullbackbone,1TUP,0.3,6,0.9419,0.9419,0.3709,2.564850006718433
fullbackbone,1TUP,0.3,7,0.9436,0.9436,0.3453,2.5692139600391917
fullbackbone,1TUP,0.3,8,0.9543,0.9543,0.3795,2.5968521500372397
fullbackbone,1UBI,0.1,1,0.8258,0.8258,0.5395,2.2837070003381714
fullbackbone,1UBI,0.1,2,0.771,0.771,0.5526,2.161927100281878
fullbackbone,1UBI,0.1,3,0.8229,0.8229,0.5395,2.277093843748965
fullbackbone,1UBI,0.1,4,0.7997,0.7997,0.6184,2.2248733663532474
fullbackbone,1UBI,0.1,5,0.7903,0.7903,0.5395,2.204057544346569
fullbackbone,1UBI,0.1,6,0.8099,0.8099,0.5,2.247683207116969
fullbackbone,1UBI,0.1,7,0.7782,0.7782,0.5789,2.177549147285937
fullbackbone,1UBI,0.1,8,0.736,0.736,0.5789,2.087568517586196
fullbackbone,1UBI,0.2,1,0.8547,0.8547,0.5789,2.3506690740619964
fullbackbone,1UBI,0.2,2,0.7657,0.7657,0.5132,2.150499197343973
fullbackbone,1UBI,0.2,3,0.8164,0.8164,0.5263,2.2623407333167083
fullbackbone,1UBI,0.2,4,0.817,0.817,0.5658,2.263698545059486
fullbackbone,1UBI,0.2,5,0.8882,0.8882,0.5658,2.4307503604617064
fullbackbone,1UBI,0.2,6,0.8571,0.8571,0.5263,2.356317455185871
fullbackbone,1UBI,0.2,7,0.7751,0.7751,0.5921,2.170809197249483
fullbackbone,1UBI,0.2,8,0.862,0.862,0.5921,2.367891744567051
fullbackbone,1UBI,0.3,1,0.8446,0.8446,0.5263,2.3270468096578028
fullbackbone,1UBI,0.3,2,0.8685,0.8685,0.5658,2.3833331711765666
fullbackbone,1UBI,0.3,3,0.8315,0.8315,0.5658,2.2967612996486375
fullbackbone,1UBI,0.3,4,0.8706,0.8706,0.5789,2.3883434297662864
fullbackbone,1UBI,0.3,5,0.9002,0.9002,0.5658,2.460095080974523
fullbackbone,1UBI,0.3,6,0.8071,0.8071,0.5,2.241398496837443
fullbackbone,1UBI,0.3,7,0.8776,0.8776,0.5526,2.4051204849615813
fullbackbone,1UBI,0.3,8,0.8955,0.8955,0.5789,2.4485597633250085
fullbackbone,1UBQ,0.1,1,0.7997,0.7997,0.5526,2.2248733663532474
fullbackbone,1UBQ,0.1,2,0.8311,0.8311,0.5526,2.2958427788451856
fullbackbone,1UBQ,0.1,3,0.7704,0.7704,0.5395,2.160630333090769
fullbackbone,1UBQ,0.1,4,0.8003,0.8003,0.5658,2.2262086909303727
fullbackbone,1UBQ,0.1,5,0.8584,0.8584,0.5658,2.359382659828948
fullbackbone,1UBQ,0.1,6,0.7791,0.7791,0.5263,2.1795098236905313
fullbackbone,1UBQ,0.1,7,0.7755,0.7755,0.5658,2.1716776946162764
fullbackbone,1UBQ,0.1,8,0.7985,0.7985,0.5132,2.222205119581876
fullbackbone,1UBQ,0.2,1,0.8093,0.8093,0.5658,2.2463350016947716
fullbackbone,1UBQ,0.2,2,0.8586,0.8586,0.5132,2.3598545835517126
fullbackbone,1UBQ,0.2,3,0.7837,0.7837,0.5526,2.189558663491602
fullbackbone,1UBQ,0.2,4,0.7847,0.7847,0.5395,2.191749317299443
fullbackbone,1UBQ,0.2,5,0.8328,0.8328,0.5789,2.29974903094275
fullbackbone,1UBQ,0.2,6,0.8453,0.8453,0.5658,2.328676312684084
fullbackbone,1UBQ,0.2,7,0.8176,0.8176,0.5263,2.2650571717337655
fullbackbone,1UBQ,0.2,8,0.8469,0.8469,0.5395,2.3324051770804046
fullbackbone,1UBQ,0.3,1,0.8659,0.8659,0.6053,2.3771445536205844
fullbackbone,1UBQ,0.3,2,0.88,0.88,0.4737,2.4108997064172097
fullbackbone,1UBQ,0.3,3,0.9069,0.9069,0.5263,2.476633058375575
fullbackbone,1UBQ,0.3,4,0.9,0.9,0.5658,2.45960311115695
fullbackbone,1UBQ,0.3,5,0.8433,0.8433,0.5,2.3240236143079915
fullbackbone,1UBQ,0.3,6,0.7792,0.7792,0.5526,2.1797277855708126
fullbackbone,1UBQ,0.3,7,0.8409,0.8409,0.5789,2.3184526454703223
fullbackbone,1UBQ,0.3,8,0.9325,0.9325,0.5789,2.540853377507491
fullbackbone,1VII,0.1,1,1.0489,1.0489,0.2222,2.8545094300784726
fullbackbone,1VII,0.1,2,0.9963,0.9963,0.2222,2.7082427694058855
fullbackbone,1VII,0.1,3,1.0849,1.0849,0.25,2.959143889554323
fullbackbone,1VII,0.1,4,1.0498,1.0498,0.2778,2.857079644988764
fullbackbone,1VII,0.1,5,1.078,1.078,0.2222,2.938796077398218
fullbackbone,1VII,0.1,6,1.0149,1.0149,0.2778,2.7590874748329006
fullbackbone,1VII,0.1,7,0.9805,0.9805,0.25,2.6657888031629287
fullbackbone,1VII,0.1,8,1.0206,1.0206,0.3056,2.7748591800975837
fullbackbone,1VII,0.2,1,1.0252,1.0252,0.1944,2.7876529354035893
fullbackbone,1VII,0.2,2,1.1601,1.1601,0.25,3.190252285393994
fullbackbone,1VII,0.2,3,1.0651,1.0651,0.25,2.901129082462718
fullbackbone,1VII,0.2,4,1.0254,1.0254,0.25,2.788210521747446
fullbackbone,1VII,0.2,5,0.9976,0.9976,0.1944,2.7117657744632444
fullbackbone,1VII,0.2,6,1.0619,1.0619,0.1944,2.891860307348374
fullbackbone,1VII,0.2,7,1.0461,1.0461,0.2222,2.846527982914827
fullbackbone,1VII,0.2,8,1.0218,1.0218,0.2222,2.77819100981171
fullbackbone,1VII,0.3,1,1.2353,1.2353,0.2222,3.4394101890038438
fullbackbone,1VII,0.3,2,1.1549,1.1549,0.25,3.1737060310554357
fullbackbone,1VII,0.3,3,1.278,1.278,0.1389,3.5894536346044714
fullbackbone,1VII,0.3,4,1.2157,1.2157,0.1944,3.37265409608138
fullbackbone,1VII,0.3,5,1.2221,1.2221,0.2778,3.3943083018417624
fullbackbone,1VII,0.3,6,1.0941,1.0941,0.1667,2.9864936292341926
fullbackbone,1VII,0.3,7,1.2119,1.2119,0.2222,3.359862330264078
fullbackbone,1VII,0.3,8,1.2006,1.2006,0.1944,3.3221095906307774
fullbackbone,2ACY,0.1,1,0.841,0.841,0.398,2.318684502327519
fullbackbone,2ACY,0.1,2,0.8708,0.8708,0.4592,2.388821146222293
fullbackbone,2ACY,0.1,3,0.8748,0.8748,0.4592,2.3983955668826122
fullbackbone,2ACY,0.1,4,0.8408,0.8408,0.3878,2.318220811797652
fullbackbone,2ACY,0.1,5,0.9063,0.9063,0.449,2.4751475242453544
fullbackbone,2ACY,0.1,6,0.8439,0.8439,0.4592,2.325418446884504
fullbackbone,2ACY,0.1,7,0.8455,0.8455,0.3673,2.3291420945232524
fullbackbone,2ACY,0.1,8,0.8424,0.8424,0.398,2.3219329340023727
fullbackbone,2ACY,0.2,1,0.8858,0.8858,0.398,2.4249235545605465
fullbackbone,2ACY,0.2,2,0.8474,0.8474,0.4898,2.33357167126819
fullbackbone,2ACY,0.2,3,0.9843,0.9843,0.3776,2.6759380720128116
fullbackbone,2ACY,0.2,4,0.8848,0.8848,0.4898,2.42249984306371
fullbackbone,2ACY,0.2,5,0.9053,0.9053,0.4184,2.47267361388245
fullbackbone,2ACY,0.2,6,0.8643,0.8643,0.4796,2.3733441634576713
fullbackbone,2ACY,0.2,7,0.9054,0.9054,0.4388,2.4729208936076184
fullbackbone,2ACY,0.2,8,0.876,0.876,0.3776,2.4012753690986246
fullbackbone,2ACY,0.3,1,0.8973,0.8973,0.4184,2.4529711399468814
fullbackbone,2ACY,0.3,2,0.8834,0.8834,0.4898,2.419110716225765
fullbackbone,2ACY,0.3,3,0.9163,0.9163,0.5408,2.5000231704219855
fullbackbone,2ACY,0.3,4,0.8736,0.8736,0.4388,2.3955192183566303
fullbackbone,2ACY,0.3,5,0.9692,0.9692,0.398,2.6358349477038363
fullbackbone,2ACY,0.3,6,0.9035,0.9035,0.4082,2.4682268047063585
fullbackbone,2ACY,0.3,7,0.9301,0.9301,0.3469,2.534762641208585
fullbackbone,2ACY,0.3,8,0.9218,0.9218,0.4184,2.5138111801287426
fullbackbone,2CI2,0.1,1,0.857,0.857,0.5846,2.356081835221547
fullbackbone,2CI2,0.1,2,0.8212,0.8212,0.6308,2.2732260727514277
fullbackbone,2CI2,0.1,3,0.8132,0.8132,0.5846,2.2551128138091303
fullbackbone,2CI2,0.1,4,0.832,0.832,0.5846,2.2979099674414796
fullbackbone,2CI2,0.1,5,0.8186,0.8186,0.6,2.2673233618116893
fullbackbone,2CI2,0.1,6,0.8227,0.8227,0.5538,2.2766384705190563
fullbackbone,2CI2,0.1,7,0.8289,0.8289,0.5846,2.2907974765991352
fullbackbone,2CI2,0.1,8,0.8432,0.8432,0.5846,2.323791223566291
fullbackbone,2CI2,0.2,1,0.8496,0.8496,0.5385,2.338711180332015
fullbackbone,2CI2,0.2,2,0.8704,0.8704,0.6,2.3878658088440177
fullbackbone,2CI2,0.2,3,0.8321,0.8321,0.6,2.2981397699281563
fullbackbone,2CI2,0.2,4,0.8943,0.8943,0.4923,2.4456232538670744
fullbackbone,2CI2,0.2,5,0.8988,0.8988,0.5385,2.4566533576296483
fullbackbone,2CI2,0.2,6,0.8127,0.8127,0.6462,2.253985539244352
fullbackbone,2CI2,0.2,7,0.8421,0.8421,0.5077,2.321236458598706
fullbackbone,2CI2,0.2,8,0.8398,0.8398,0.6308,2.3159037497099866
fullbackbone,2CI2,0.3,1,0.9351,0.9351,0.5846,2.5474681918212734
fullbackbone,2CI2,0.3,2,0.9096,0.9096,0.6,2.4833290030907684
fullbackbone,2CI2,0.3,3,0.9374,0.9374,0.5385,2.5533341118846424
fullbackbone,2CI2,0.3,4,0.8215,0.8215,0.5385,2.273908142878657
fullbackbone,2CI2,0.3,5,0.9135,0.9135,0.5692,2.4930328964952797
fullbackbone,2CI2,0.3,6,0.9161,0.9161,0.5846,2.499523215785031
fullbackbone,2CI2,0.3,7,0.8778,0.8778,0.5538,2.40560155716419
fullbackbone,2CI2,0.3,8,0.8922,0.8922,0.5385,2.4404928338603895
fullbackbone,2CRO,0.1,1,0.8914,0.8914,0.4769,2.4385412203427945
fullbackbone,2CRO,0.1,2,0.8569,0.8569,0.4923,2.3558462388180414
fullbackbone,2CRO,0.1,3,0.857,0.857,0.4615,2.356081835221547
fullbackbone,2CRO,0.1,4,0.8533,0.8533,0.5077,2.347380439939339
fullbackbone,2CRO,0.1,5,0.8423,0.8423,0.4769,2.3217007523182502
fullbackbone,2CRO,0.1,6,0.8697,0.8697,0.4615,2.3861948876684678
fullbackbone,2CRO,0.1,7,0.8742,0.8742,0.5077,2.3969569611673553
fullbackbone,2CRO,0.1,8,0.8413,0.8413,0.5077,2.3193802120294547
fullbackbone,2CRO,0.2,1,0.8523,0.8523,0.4308,2.345034232798487
fullbackbone,2CRO,0.2,2,0.8549,0.8549,0.4769,2.3511392548933245
fullbackbone,2CRO,0.2,3,0.8322,0.8322,0.4615,2.2983695953962315
fullbackbone,2CRO,0.2,4,0.8559,0.8559,0.4769,2.3534915701098
fullbackbone,2CRO,0.2,5,0.8882,0.8882,0.5231,2.4307503604617064
fullbackbone,2CRO,0.2,6,0.9316,0.9316,0.4769,2.5385676382047078
fullbackbone,2CRO,0.2,7,0.8343,0.8343,0.4923,2.303201243000918
fullbackbone,2CRO,0.2,8,0.9039,0.9039,0.4923,2.469214292912716
fullbackbone,2CRO,0.3,1,0.9684,0.9684,0.4923,2.6337271229879775
fullbackbone,2CRO,0.3,2,0.8753,0.8753,0.4923,2.3995950645154718
fullbackbone,2CRO,0.3,3,0.8984,0.8984,0.4923,2.455670892792663
fullbackbone,2CRO,0.3,4,0.8632,0.8632,0.4462,2.370734920224745
fullbackbone,2CRO,0.3,5,0.9278,0.9278,0.4769,2.5289393864438687
fullbackbone,2CRO,0.3,6,1.0752,1.0752,0.4308,2.930578957717573
fullbackbone,2CRO,0.3,7,0.9775,0.9775,0.5077,2.657803420815996
fullbackbone,2CRO,0.3,8,0.944,0.944,0.4615,2.570241851187732
fullbackbone,2GB1,0.1,1,1.0277,1.0277,0.3214,2.7946307864215743
fullbackbone,2GB1,0.1,2,1.027,1.027,0.2857,2.7926752293958894
fullbackbone,2GB1,0.1,3,0.9837,0.9837,0.2857,2.674332990742138
fullbackbone,2GB1,0.1,4,1.0297,1.0297,0.375,2.8002256409840283
fullbackbone,2GB1,0.1,5,1.063,1.063,0.3036,2.8950431039036304
fullbackbone,2GB1,0.1,6,0.9661,0.9661,0.3036,2.627676511475655
fullbackbone,2GB1,0.1,7,1.0201,1.0201,0.2679,2.7734720973071303
fullbackbone,2GB1,0.1,8,1.0274,1.0274,0.3036,2.793792522931458
fullbackbone,2GB1,0.2,1,0.959,0.959,0.3571,2.609086082362757
fullbackbone,2GB1,0.2,2,0.9844,0.9844,0.3036,2.67620567920015
fullbackbone,2GB1,0.2,3,0.9737,0.9737,0.2857,2.647722932874169
fullbackbone,2GB1,0.2,4,1.014,1.014,0.3036,2.756605413200825
fullbackbone,2GB1,0.2,5,1.018,1.018,0.3571,2.7676539171301524
fullbackbone,2GB1,0.2,6,1.0329,1.0329,0.3214,2.8092007154956664
fullbackbone,2GB1,0.2,7,0.941,0.941,0.2321,2.56254268016508
fullbackbone,2GB1,0.2,8,1.0602,1.0602,0.375,2.8869483211970803
fullbackbone,2GB1,0.3,1,0.9907,0.9907,0.2679,2.6931189959862283
fullbackbone,2GB1,0.3,2,1.1503,1.1503,0.3393,3.1591405096955687
fullbackbone,2GB1,0.3,3,1.1275,1.1275,0.2679,3.087927024744393
fullbackbone,2GB1,0.3,4,0.9852,0.9852,0.4107,2.678347500357742
fullbackbone,2GB1,0.3,5,1.2126,1.2126,0.2857,3.3622150572536396
fullbackbone,2GB1,0.3,6,1.1089,1.1089,0.3393,3.031022435315688
fullbackbone,2GB1,0.3,7,1.0703,1.0703,0.3393,2.9162542450321873
fullbackbone,2GB1,0.3,8,1.1704,1.1704,0.1964,3.223281693377694
fullbackbone,2LZM,0.1,1,0.7583,0.7583,0.628,2.1346442389809646
fullbackbone,2LZM,0.1,2,0.7988,0.7988,0.6341,2.2228718811269816
fullbackbone,2LZM,0.1,3,0.7911,0.7911,0.6768,2.2058214958685776
fullbackbone,2LZM,0.1,4,0.7803,0.7803,0.628,2.18212680535392
fullbackbone,2LZM,0.1,5,0.7627,0.7627,0.6159,2.1440573673283363
fullbackbone,2LZM,0.1,6,0.7866,0.7866,0.6402,2.1959175996165547
fullbackbone,2LZM,0.1,7,0.7749,0.7749,0.6524,2.170375078823323
fullbackbone,2LZM,0.1,8,0.7784,0.7784,0.5976,2.1779847006692807
fullbackbone,2LZM,0.2,1,0.8012,0.8012,0.6341,2.228213180637275
fullbackbone,2LZM,0.2,2,0.8404,0.8404,0.6098,2.317293708905873
fullbackbone,2LZM,0.2,3,0.8316,0.8316,0.5854,2.2969909872627916
fullbackbone,2LZM,0.2,4,0.814,0.814,0.6098,2.2569176258887524
fullbackbone,2LZM,0.2,5,0.8168,0.8168,0.5976,2.2632458506214275
fullbackbone,2LZM,0.2,6,0.7908,0.7908,0.5976,2.2051598486718587
fullbackbone,2LZM,0.2,7,0.8578,0.8578,0.6098,2.357967454837004
fullbackbone,2LZM,0.2,8,0.8277,0.8277,0.5854,2.2880501683418477
fullbackbone,2LZM,0.3,1,0.8275,0.8275,0.5793,2.2875926040661323
fullbackbone,2LZM,0.3,2,0.8781,0.8781,0.5915,2.4063233458942355
fullbackbone,2LZM,0.3,3,0.8729,0.8729,0.5366,2.393842941669069
fullbackbone,2LZM,0.3,4,0.8551,0.8551,0.5732,2.351609529770223
fullbackbone,2LZM,0.3,5,0.8217,0.8217,0.6037,2.2743629699884274
fullbackbone,2LZM,0.3,6,0.8682,0.8682,0.561,2.382618278464482
fullbackbone,2LZM,0.3,7,0.9294,0.9294,0.6098,2.5329889282317075
fullbackbone,2LZM,0.3,8,0.9105,0.9105,0.6098,2.485565005243589
fullbackbone,2PCY,0.1,1,0.7125,0.7125,0.5657,2.0390825983162153
fullbackbone,2PCY,0.1,2,0.7223,0.7223,0.5758,2.0591638451726557
fullbackbone,2PCY,0.1,3,0.7263,0.7263,0.5051,2.067416995850504
fullbackbone,2PCY,0.1,4,0.7211,0.7211,0.5152,2.0566943305635554
fullbackbone,2PCY,0.1,5,0.7031,0.7031,0.5556,2.020005026951766
fullbackbone,2PCY,0.1,6,0.7444,0.7444,0.5455,2.105177949203376
fullbackbone,2PCY,0.1,7,0.7295,0.7295,0.5657,2.074043326712136
fullbackbone,2PCY,0.1,8,0.7208,0.7208,0.5253,2.056077414806377
fullbackbone,2PCY,0.2,1,0.7124,0.7124,0.5051,2.038878700251457
fullbackbone,2PCY,0.2,2,0.6901,0.6901,0.5354,1.9939149147653168
fullbackbone,2PCY,0.2,3,0.7694,0.7694,0.5253,2.1584707827128295
fullbackbone,2PCY,0.2,4,0.7019,0.7019,0.5455,2.0175824747414564
fullbackbone,2PCY,0.2,5,0.7276,0.7276,0.5253,2.0701063856697366
fullbackbone,2PCY,0.2,6,0.7465,0.7465,0.5556,2.1096034680651305
fullbackbone,2PCY,0.2,7,0.7111,0.7111,0.5455,2.0362298800473044
fullbackbone,2PCY,0.2,8,0.7556,0.7556,0.4949,2.128888473315991
fullbackbone,2PCY,0.3,1,0.788,0.788,0.5354,2.198994037259884
fullbackbone,2PCY,0.3,2,0.8617,0.8617,0.5455,2.367181483588155
fullbackbone,2PCY,0.3,3,0.8363,0.8363,0.5253,2.307812254961877
fullbackbone,2PCY,0.3,4,0.7554,0.7554,0.5758,2.1284627381962586
fullbackbone,2PCY,0.3,5,0.7752,0.7752,0.5556,2.171026289023616
fullbackbone,2PCY,0.3,6,0.8617,0.8617,0.4848,2.367181483588155
fullbackbone,2PCY,0.3,7,0.8144,0.8144,0.5051,2.2578205735165944
fullbackbone,2PCY,0.3,8,0.8181,0.8181,0.5758,2.2661899834989736
fullbackbone,2PTL,0.1,1,1.1707,1.1707,0.2051,3.224248822947889
fullbackbone,2PTL,0.1,2,1.2805,1.2805,0.2179,3.5984384950869712
fullbackbone,2PTL,0.1,3,1.1233,1.1233,0.1923,3.0749849286671047
fullbackbone,2PTL,0.1,4,1.1408,1.1408,0.2179,3.1292707807110527
fullbackbone,2PTL,0.1,5,1.248,1.248,0.1667,3.483369247581368
fullbackbone,2PTL,0.1,6,1.2563,1.2563,0.2051,3.512401529637525
fullbackbone,2PTL,0.1,7,1.1499,1.1499,0.2051,3.1578771061892366
fullbackbone,2PTL,0.1,8,1.1216,1.1216,0.2051,3.0697618951247616
fullbackbone,2PTL,0.2,1,1.2146,1.2146,0.2051,3.368946216283457
fullbackbone,2PTL,0.2,2,1.2266,1.2266,0.1923,3.4096171081807105
fullbackbone,2PTL,0.2,3,1.2076,1.2076,0.2179,3.3454459396969103
fullbackbone,2PTL,0.2,4,1.3634,1.3634,0.1667,3.909462904562975
fullbackbone,2PTL,0.2,5,1.2173,1.2173,0.2436,3.378054661935673
fullbackbone,2PTL,0.2,6,1.2771,1.2771,0.1667,3.586224579626028
fullbackbone,2PTL,0.2,7,1.297,1.297,0.1795,3.658305272951932
fullbackbone,2PTL,0.2,8,1.1406,1.1406,0.1923,3.128644989136154
fullbackbone,2PTL,0.3,1,1.3533,1.3533,0.1923,3.8701760617534124
fullbackbone,2PTL,0.3,2,1.2871,1.2871,0.1923,3.6222667358526204
fullbackbone,2PTL,0.3,3,1.4796,1.4796,0.1923,4.391188854035191
fullbackbone,2PTL,0.3,4,1.3568,1.3568,0.1538,3.8837454104777764
fullbackbone,2PTL,0.3,5,1.3017,1.3017,0.2179,3.675539777093702
fullbackbone,2PTL,0.3,6,1.3504,1.3504,0.2179,3.8589688095444457
fullbackbone,2PTL,0.3,7,1.3543,1.3543,0.2308,3.874048173548388
fullbackbone,2PTL,0.3,8,1.3762,1.3762,0.2179,3.9598256637827265
fullbackbone,3CHY,0.1,1,0.774,0.774,0.4844,2.168422619990648
fullbackbone,3CHY,0.1,2,0.857,0.857,0.4609,2.356081835221547
fullbackbone,3CHY,0.1,3,0.8233,0.8233,0.4766,2.2780048634782637
fullbackbone,3CHY,0.1,4,0.7831,0.7831,0.4766,2.1882453223352543
fullbackbone,3CHY,0.1,5,0.8268,0.8268,0.4844,2.285991849572723
fullbackbone,3CHY,0.1,6,0.7783,0.7783,0.4922,2.1777669130887745
fullbackbone,3CHY,0.1,7,0.7909,0.7909,0.4688,2.2053803756828927
fullbackbone,3CHY,0.1,8,0.7976,0.7976,0.4766,2.2202060346973886
fullbackbone,3CHY,0.2,1,0.8304,0.8304,0.4453,2.2942362512502523
fullbackbone,3CHY,0.2,2,0.8487,0.8487,0.5625,2.3366072871636545
fullbackbone,3CHY,0.2,3,0.8496,0.8496,0.4453,2.338711180332015
fullbackbone,3CHY,0.2,4,0.8184,0.8184,0.4219,2.266869942482771
fullbackbone,3CHY,0.2,5,0.8211,0.8211,0.4609,2.2729987615099043
fullbackbone,3CHY,0.2,6,0.855,0.855,0.5156,2.351374380574902
fullbackbone,3CHY,0.2,7,0.7697,0.7697,0.4531,2.159118421088543
fullbackbone,3CHY,0.2,8,0.8533,0.8533,0.4453,2.347380439939339
fullbackbone,3CHY,0.3,1,0.8993,0.8993,0.5,2.4578819914413192
fullbackbone,3CHY,0.3,2,0.852,0.852,0.4922,2.344330828044636
fullbackbone,3CHY,0.3,3,0.9119,0.9119,0.4844,2.489047233241765
fullbackbone,3CHY,0.3,4,0.852,0.852,0.5391,2.344330828044636
fullbackbone,3CHY,0.3,5,0.9157,0.9157,0.4062,2.4985236064339156
fullbackbone,3CHY,0.3,6,0.8513,0.8513,0.4609,2.342690370692064
fullbackbone,3CHY,0.3,7,0.8181,0.8181,0.4609,2.2661899834989736
fullbackbone,3CHY,0.3,8,0.8212,0.8212,0.4141,2.2732260727514277
fullbackbone,3PGK,0.1,1,1.1825,1.1825,0.1952,3.2625203167965116
fullbackbone,3PGK,0.1,2,1.1809,1.1809,0.2096,3.2573044580893193
fullbackbone,3PGK,0.1,3,1.1419,1.1419,0.2072,3.132714872473024
fullbackbone,3PGK,0.1,4,1.1603,1.1603,0.2096,3.1908903996603732
