model,mask_frac,pdb_id,sample,score_nll,seq_recovery,perplexity
fullbackbone,20,1LZ1,6,0.7741,0.5673,2.168639473095121
fullbackbone,20,1LZ1,7,0.7965,0.5192,2.217765150791492
fullbackbone,20,1LZ1,8,0.7901,0.5192,2.203616776915912
fullbackbone,20,1MBN,1,1.0825,0.3607,2.952050459740016
fullbackbone,20,1MBN,2,0.9751,0.4754,2.6514323409599827
fullbackbone,20,1MBN,3,1.0908,0.3279,2.9766544438426745
fullbackbone,20,1MBN,4,1.0551,0.459,2.8722623657770905
fullbackbone,20,1MBN,5,1.0331,0.3525,2.8097626118265255
fullbackbone,20,1MBN,6,1.0672,0.3852,2.907227855005761
fullbackbone,20,1MBN,7,1.0662,0.3607,2.9043220802802665
fullbackbone,20,1MBN,8,1.0193,0.4344,2.7712542069037336
fullbackbone,20,1UBI,1,0.918,0.541,2.504276824393157
fullbackbone,20,1UBI,2,0.8849,0.5738,2.4227421051609195
fullbackbone,20,1UBI,3,0.8971,0.541,2.4524805947750443
fullbackbone,20,1UBI,4,0.9563,0.623,2.6020510515058155
fullbackbone,20,1UBI,5,0.9181,0.541,2.5045272645973977
fullbackbone,20,1UBI,6,0.893,0.5246,2.442446009293482
fullbackbone,20,1UBI,7,0.8794,0.5246,2.4094536004685274
fullbackbone,20,1UBI,8,0.9332,0.541,2.5426325975261013
fullbackbone,20,1UBQ,1,1.0329,0.4426,2.8092007154956664
fullbackbone,20,1UBQ,2,1.0088,0.4754,2.7423082698411307
fullbackbone,20,1UBQ,3,1.0196,0.4918,2.772085707884716
fullbackbone,20,1UBQ,4,0.9619,0.4754,2.616663413821779
fullbackbone,20,1UBQ,5,1.0032,0.4918,2.726994262770403
fullbackbone,20,1UBQ,6,1.0368,0.4262,2.820177990057804
fullbackbone,20,1UBQ,7,1.0203,0.5082,2.774026847199732
fullbackbone,20,1UBQ,8,0.9692,0.4754,2.6358349477038363
fullbackbone,20,1VII,1,2.0397,0.069,7.688302362162142
fullbackbone,20,1VII,2,2.0862,0.1034,8.05425078589913
fullbackbone,20,1VII,3,1.9219,0.1034,6.8339306100136366
fullbackbone,20,1VII,4,2.1314,0.1379,8.426655875395369
fullbackbone,20,1VII,5,2.1046,0.1034,8.203820824872677
fullbackbone,20,1VII,6,1.984,0.1379,7.271771976378781
fullbackbone,20,1VII,7,2.0547,0.1724,7.804496172546684
fullbackbone,20,1VII,8,2.0224,0.1379,7.556438641257248
fullbackbone,20,2ACY,1,0.8556,0.4231,2.3527856285352975
fullbackbone,20,2ACY,2,0.8843,0.4359,2.4212888959041963
fullbackbone,20,2ACY,3,0.8945,0.4487,2.4461124274335737
fullbackbone,20,2ACY,4,0.8797,0.4103,2.4101765449849233
fullbackbone,20,2ACY,5,0.8446,0.4231,2.3270468096578028
fullbackbone,20,2ACY,6,0.8444,0.4103,2.3265814468337047
fullbackbone,20,2ACY,7,0.8362,0.4103,2.3075814852750574
fullbackbone,20,2ACY,8,0.8333,0.4231,2.3008991929747675
fullbackbone,20,2GB1,1,1.9408,0.1333,6.964320198808025
fullbackbone,20,2GB1,2,1.9418,0.1556,6.971288002327943
fullbackbone,20,2GB1,3,2.1052,0.1778,8.208744594350732
fullbackbone,20,2GB1,4,2.0454,0.1111,7.732250819740179
fullbackbone,20,2GB1,5,2.0535,0.2222,7.795136394129853
fullbackbone,20,2GB1,6,2.0381,0.1556,7.676010914163259
fullbackbone,20,2GB1,7,1.8651,0.1111,6.456581511860579
fullbackbone,20,2GB1,8,1.8567,0.0667,6.402573378886888
fullbackbone,20,2LZM,1,0.8547,0.5191,2.3506690740619964
fullbackbone,20,2LZM,2,0.88,0.4733,2.4108997064172097
fullbackbone,20,2LZM,3,0.9058,0.5115,2.4739102598251135
fullbackbone,20,2LZM,4,0.8993,0.4885,2.4578819914413192
fullbackbone,20,2LZM,5,0.9049,0.5191,2.4716847422244137
fullbackbone,20,2LZM,6,0.8867,0.5115,2.4271069681483852
fullbackbone,20,2LZM,7,0.9024,0.542,2.4655132479510136
fullbackbone,20,2LZM,8,0.8891,0.5573,2.4329390205354207
fullbackbone,20,2PCY,1,0.8939,0.4937,2.4446452001893038
fullbackbone,20,2PCY,2,0.8447,0.5443,2.32727952597439
fullbackbone,20,2PCY,3,0.7931,0.481,2.210237553445873
fullbackbone,20,2PCY,4,0.8423,0.5316,2.3217007523182502
fullbackbone,20,2PCY,5,0.839,0.4684,2.314051767601834
fullbackbone,20,2PCY,6,0.8608,0.4937,2.365051978673878
fullbackbone,20,2PCY,7,0.8643,0.5063,2.3733441634576713
fullbackbone,20,2PCY,8,0.8102,0.443,2.248357613234964
fullbackbone,20,2PTL,1,1.2272,0.1935,3.4116634922994638
fullbackbone,20,2PTL,2,1.4226,0.2258,4.147890948990021
fullbackbone,20,2PTL,3,1.3911,0.1935,4.01926881792765
fullbackbone,20,2PTL,4,1.216,0.1774,3.3736660440948167
fullbackbone,20,2PTL,5,1.3723,0.1613,3.9444124190574708
fullbackbone,20,2PTL,6,1.3854,0.1774,3.996424154807247
fullbackbone,20,2PTL,7,1.3958,0.1613,4.038203843826558
fullbackbone,20,2PTL,8,1.3392,0.2258,3.8159894923301376
fullbackbone,20,3CHY,1,1.0277,0.3922,2.7946307864215743
fullbackbone,20,3CHY,2,0.9578,0.3333,2.60595705685471
fullbackbone,20,3CHY,3,0.9715,0.3235,2.641904345215101
fullbackbone,20,3CHY,4,1.0123,0.3235,2.751923165036964
fullbackbone,20,3CHY,5,1.0236,0.3431,2.7831962570004243
fullbackbone,20,3CHY,6,0.9844,0.3431,2.67620567920015
fullbackbone,20,3CHY,7,0.9973,0.3431,2.7109523667481628
fullbackbone,20,3CHY,8,0.9532,0.3725,2.5939971831918394
fullbackbone,20,3PGK,1,1.2405,0.2078,3.4573417035187406
fullbackbone,20,3PGK,2,1.2399,0.2229,3.4552679206936907
fullbackbone,20,3PGK,3,1.2108,0.2108,3.3561685136723733
fullbackbone,20,3PGK,4,1.2132,0.2229,3.3642329916077602
fullbackbone,20,3PGK,5,1.234,0.2259,3.43494186080076
fullbackbone,20,3PGK,6,1.2271,0.1928,3.4113223430079826
fullbackbone,20,3PGK,7,1.2429,0.2108,3.4656492887217887
fullbackbone,20,3PGK,8,1.2368,0.2139,3.4445731755592055
fullbackbone,20,4HHB,1,0.8896,0.4652,2.4341557942137584
fullbackbone,20,4HHB,2,0.8635,0.4652,2.371446247394553
fullbackbone,20,4HHB,3,0.8687,0.4609,2.3838098854806433
fullbackbone,20,4HHB,4,0.8961,0.4435,2.4500293400119224
fullbackbone,20,4HHB,5,0.8719,0.463,2.3914502952499967
fullbackbone,20,4HHB,6,0.8669,0.4304,2.3795228871427714
fullbackbone,20,4HHB,7,0.8942,0.4326,2.4453787037693964
fullbackbone,20,4HHB,8,0.8944,0.4435,2.445867828420985
fullbackbone,30,1AKI,1,0.9341,0.4667,2.544921996939076
fullbackbone,30,1AKI,2,0.8869,0.4222,2.4275924380873906
fullbackbone,30,1AKI,3,0.9268,0.4444,2.526411711105734
fullbackbone,30,1AKI,4,0.9025,0.4778,2.465759811603786
fullbackbone,30,1AKI,5,0.9085,0.4556,2.480598843050682
fullbackbone,30,1AKI,6,0.9305,0.4222,2.53577674907312
fullbackbone,30,1AKI,7,0.8654,0.4556,2.3759562784373256
fullbackbone,30,1AKI,8,0.8657,0.4667,2.376669172249582
fullbackbone,30,1BPI,1,1.2335,0.1707,3.43322481916654
fullbackbone,30,1BPI,2,1.3001,0.2195,3.6696636156331013
fullbackbone,30,1BPI,3,1.324,0.2195,3.758425050110714
fullbackbone,30,1BPI,4,1.1861,0.2195,3.2742865564608383
fullbackbone,30,1BPI,5,1.3708,0.2195,3.938500235674956
fullbackbone,30,1BPI,6,1.276,0.1951,3.5822819014589853
fullbackbone,30,1BPI,7,1.1991,0.2195,3.317130161750135
fullbackbone,30,1BPI,8,1.263,0.1951,3.5360136321004734
fullbackbone,30,1CRN,1,2.0545,0.0625,7.8029354293916935
fullbackbone,30,1CRN,2,2.0814,0.0938,8.015683018817894
fullbackbone,30,1CRN,3,2.1409,0.0625,8.507090566057272
fullbackbone,30,1CRN,4,2.0518,0.0625,7.781895919851715
fullbackbone,30,1CRN,5,2.1012,0.0625,8.17597519845763
fullbackbone,30,1CRN,6,2.0836,0.0938,8.033336933645193
fullbackbone,30,1CRN,7,2.0848,0.0625,8.042982724282455
fullbackbone,30,1CRN,8,2.0478,0.0312,7.750830508415718
fullbackbone,30,1CSP,1,1.2171,0.4681,3.3773791185598756
fullbackbone,30,1CSP,2,1.1544,0.3191,3.172119574687051
fullbackbone,30,1CSP,3,1.2068,0.4255,3.342770653202433
fullbackbone,30,1CSP,4,1.2488,0.4043,3.486157057954899
fullbackbone,30,1CSP,5,1.2012,0.3404,3.3241034544844963
fullbackbone,30,1CSP,6,1.1723,0.4681,3.2294117503050668
fullbackbone,30,1CSP,7,1.1319,0.4043,3.1015438386754637
fullbackbone,30,1CSP,8,1.2603,0.4681,3.5264792724714242
fullbackbone,30,1ENH,1,1.8048,0.1842,6.078755575821957
fullbackbone,30,1ENH,2,2.0471,0.1579,7.745406825570289
fullbackbone,30,1ENH,3,1.9809,0.1053,7.249264388038759
fullbackbone,30,1ENH,4,1.7631,0.1579,5.8304839079690165
fullbackbone,30,1ENH,5,1.7783,0.1053,5.919784226468565
fullbackbone,30,1ENH,6,1.8371,0.1053,6.278304751437234
fullbackbone,30,1ENH,7,1.6864,0.1316,5.400005650723721
fullbackbone,30,1ENH,8,1.698,0.1316,5.46301043754358
fullbackbone,30,1FKB,1,0.7802,0.56,2.181908603583655
fullbackbone,30,1FKB,2,0.7682,0.5467,2.155882171251085
fullbackbone,30,1FKB,3,0.7618,0.6,2.14212858378053
fullbackbone,30,1FKB,4,0.6975,0.6,2.0087246134381394
fullbackbone,30,1FKB,5,0.7702,0.5867,2.160198250233877
fullbackbone,30,1FKB,6,0.7902,0.5733,2.2038371496120543
fullbackbone,30,1FKB,7,0.7938,0.5333,2.2117852613678592
fullbackbone,30,1FKB,8,0.7417,0.56,2.099501635212775
fullbackbone,30,1HEL,1,0.8903,0.4778,2.4358602997770546
fullbackbone,30,1HEL,2,0.9095,0.4556,2.4830806826066905
fullbackbone,30,1HEL,3,0.9046,0.5111,2.4709433480164376
fullbackbone,30,1HEL,4,0.941,0.4222,2.56254268016508
fullbackbone,30,1HEL,5,0.9422,0.4556,2.5656195771502417
fullbackbone,30,1HEL,6,0.9051,0.5333,2.472179128609849
fullbackbone,30,1HEL,7,0.9528,0.4556,2.592959791810671
fullbackbone,30,1HEL,8,0.8894,0.5222,2.433669011734786
fullbackbone,30,1IGD,1,1.349,0.0465,3.853570033236299
fullbackbone,30,1IGD,2,1.5726,0.0698,4.819161739639321
fullbackbone,30,1IGD,3,1.3631,0.093,3.908290241599846
fullbackbone,30,1IGD,4,1.2935,0.0698,3.645523585497616
fullbackbone,30,1IGD,5,1.336,0.0698,3.8037978429971533
fullbackbone,30,1IGD,6,1.3853,0.0698,3.9960245323732213
fullbackbone,30,1IGD,7,1.2959,0.0698,3.6542833496150644
fullbackbone,30,1IGD,8,1.3389,0.093,3.8148448671847954
fullbackbone,30,1LZ1,1,0.8638,0.5275,2.372157787994525
fullbackbone,30,1LZ1,2,0.8777,0.5055,2.405361009036081
fullbackbone,30,1LZ1,3,0.8604,0.5275,2.3641061470613423
fullbackbone,30,1LZ1,4,0.9487,0.5385,2.582350420736905
fullbackbone,30,1LZ1,5,0.9055,0.5165,2.4731681980619955
fullbackbone,30,1LZ1,6,0.8959,0.5055,2.44953938314124
fullbackbone,30,1LZ1,7,0.8849,0.5055,2.4227421051609195
fullbackbone,30,1LZ1,8,0.8788,0.5275,2.408008361923167
fullbackbone,30,1MBN,1,1.0926,0.3271,2.982017246916401
fullbackbone,30,1MBN,2,1.1062,0.3084,3.022849712880552
fullbackbone,30,1MBN,3,1.1385,0.3178,3.12208172849464
fullbackbone,30,1MBN,4,1.0395,0.2897,2.827802759437576
fullbackbone,30,1MBN,5,1.0268,0.3178,2.7921167501997917
fullbackbone,30,1MBN,6,1.0433,0.2897,2.8385688525451473
fullbackbone,30,1MBN,7,1.1007,0.2617,3.0062696763556396
fullbackbone,30,1MBN,8,1.0167,0.2804,2.7640583046923495
fullbackbone,30,1UBI,1,1.109,0.5283,3.0313255527148373
fullbackbone,30,1UBI,2,1.0531,0.4717,2.866523581742499
fullbackbone,30,1UBI,3,1.1137,0.4717,3.0456063163185694
fullbackbone,30,1UBI,4,1.1105,0.4528,3.0358759529909167
fullbackbone,30,1UBI,5,1.0452,0.5094,2.843967260228261
fullbackbone,30,1UBI,6,1.1205,0.3774,3.0663870135652833
fullbackbone,30,1UBI,7,1.0679,0.5094,2.909263626941316
fullbackbone,30,1UBI,8,1.0865,0.4717,2.963882309502706
fullbackbone,30,1UBQ,1,1.0369,0.3774,2.8204600219581697
fullbackbone,30,1UBQ,2,1.0325,0.4717,2.8080772599155637
fullbackbone,30,1UBQ,3,1.043,0.5283,2.8377174096122095
fullbackbone,30,1UBQ,4,1.0059,0.4717,2.734367096125917
fullbackbone,30,1UBQ,5,1.0453,0.4151,2.844251671174594
fullbackbone,30,1UBQ,6,1.03,0.4906,2.801065834699079
fullbackbone,30,1UBQ,7,0.9872,0.4717,2.6837095556263746
fullbackbone,30,1UBQ,8,0.984,0.4717,2.6751354109963805
fullbackbone,30,1VII,1,1.8162,0.08,6.148449892201882
fullbackbone,30,1VII,2,1.752,0.08,5.766123398239736
fullbackbone,30,1VII,3,1.8178,0.04,6.158295286244289
fullbackbone,30,1VII,4,1.7892,0.04,5.9846628205237975
fullbackbone,30,1VII,5,1.8262,0.08,6.210242840927146
fullbackbone,30,1VII,6,1.8376,0.12,6.28144468873186
fullbackbone,30,1VII,7,1.7759,0.04,5.90559377967261
fullbackbone,30,1VII,8,1.8064,0.12,6.088489369701834
fullbackbone,30,2ACY,1,1.0592,0.4058,2.884062815869006
fullbackbone,30,2ACY,2,1.0271,0.4203,2.7929545108826708
fullbackbone,30,2ACY,3,1.0855,0.3623,2.960919908640501
fullbackbone,30,2ACY,4,1.0761,0.4348,2.9332176660201426
fullbackbone,30,2ACY,5,1.0997,0.4058,3.0032649093132022
fullbackbone,30,2ACY,6,1.1341,0.3768,3.108374746363875
fullbackbone,30,2ACY,7,1.102,0.3768,3.0101803683339323
fullbackbone,30,2ACY,8,1.1376,0.4058,3.1192731190028464
fullbackbone,30,2GB1,1,1.7642,0.0513,5.836900969004299
fullbackbone,30,2GB1,2,1.6802,0.0769,5.366629189634472
fullbackbone,30,2GB1,3,1.7925,0.1026,6.004444830195315
fullbackbone,30,2GB1,4,1.7475,0.0513,5.740234137472496
fullbackbone,30,2GB1,5,1.7935,0.0769,6.010452278248916
fullbackbone,30,2GB1,6,1.7731,0.0769,5.8890812454256585
fullbackbone,30,2GB1,7,1.7145,0.1026,5.553897869073928
fullbackbone,30,2GB1,8,1.7063,0.0769,5.508542119264838
fullbackbone,30,2LZM,1,0.8172,0.5565,2.264151330045488
fullbackbone,30,2LZM,2,0.8752,0.5391,2.399355117006596
fullbackbone,30,2LZM,3,0.8816,0.5739,2.4147602335456013
fullbackbone,30,2LZM,4,0.8391,0.5304,2.314283184349239
fullbackbone,30,2LZM,5,0.8598,0.5913,2.362688108827117
fullbackbone,30,2LZM,6,0.8276,0.5043,2.2878213747648832
fullbackbone,30,2LZM,7,0.8465,0.5565,2.3314724015771104
fullbackbone,30,2LZM,8,0.8823,0.6348,2.416451157463408
fullbackbone,30,2PCY,1,0.8048,0.5362,2.2362492042511706
fullbackbone,30,2PCY,2,0.7776,0.5507,2.176243009678032
fullbackbone,30,2PCY,3,0.7957,0.5217,2.215991648166496
fullbackbone,30,2PCY,4,0.7821,0.5507,2.1860581707709636
fullbackbone,30,2PCY,5,0.807,0.5072,2.2411743681943785
fullbackbone,30,2PCY,6,0.815,0.5507,2.259175672349701
fullbackbone,30,2PCY,7,0.8028,0.5217,2.2317811753609016
fullbackbone,30,2PCY,8,0.7434,0.4928,2.1030738234923723
fullbackbone,30,2PTL,1,1.3601,0.1636,3.8965829406070105
fullbackbone,30,2PTL,2,1.3215,0.1636,3.7490407227822673
fullbackbone,30,2PTL,3,1.4447,0.1818,4.240579778041849
fullbackbone,30,2PTL,4,1.5093,0.2,4.523563191548544
fullbackbone,30,2PTL,5,1.3789,0.2182,3.9705316396384656
fullbackbone,30,2PTL,6,1.4269,0.2,4.165765282346033
fullbackbone,30,2PTL,7,1.3269,0.3091,3.7693403022218246
fullbackbone,30,2PTL,8,1.3458,0.2182,3.8412583183797087
fullbackbone,30,3CHY,1,0.9358,0.5,2.549252043830911
fullbackbone,30,3CHY,2,0.9038,0.3778,2.4689673838290846
fullbackbone,30,3CHY,3,0.8611,0.3889,2.365761600705463
fullbackbone,30,3CHY,4,0.8935,0.4778,2.4436675376547705
fullbackbone,30,3CHY,5,0.9705,0.4778,2.639263761381851
fullbackbone,30,3CHY,6,0.9661,0.4444,2.627676511475655
fullbackbone,30,3CHY,7,0.9067,0.3778,2.476137781293259
fullbackbone,30,3CHY,8,0.8891,0.4111,2.4329390205354207
fullbackbone,30,3PGK,1,1.3065,0.2234,3.6932247780709075
fullbackbone,30,3PGK,2,1.3052,0.1821,3.688426705282456
fullbackbone,30,3PGK,3,1.2901,0.2302,3.633149852572923
fullbackbone,30,3PGK,4,1.2611,0.2096,3.5293015846637554
fullbackbone,30,3PGK,5,1.2356,0.1924,3.440442166849482
fullbackbone,30,3PGK,6,1.3118,0.189,3.7128508324976135
fullbackbone,30,3PGK,7,1.2821,0.1718,3.604200605137901
fullbackbone,30,3PGK,8,1.2443,0.2062,3.470504595647814
fullbackbone,30,4HHB,1,0.9483,0.4179,2.5813176871291015
fullbackbone,30,4HHB,2,0.9535,0.4204,2.594775499088344
fullbackbone,30,4HHB,3,0.9206,0.4527,2.5107964159328775
fullbackbone,30,4HHB,4,0.9443,0.4229,2.5710130394155386
fullbackbone,30,4HHB,5,0.9383,0.4378,2.555633146995954
fullbackbone,30,4HHB,6,0.9342,0.4502,2.5451765018638044
fullbackbone,30,4HHB,7,0.9156,0.4378,2.4982737665654735
fullbackbone,30,4HHB,8,0.9316,0.4428,2.5385676382047078
ca_only,0,1AKI,1,0.8419,0.4109,2.3207722577286205
ca_only,0,1AKI,2,0.8855,0.4574,2.424196186604827
ca_only,0,1AKI,3,0.8212,0.4031,2.2732260727514277
ca_only,0,1AKI,4,0.8262,0.4031,2.284620665859229
ca_only,0,1AKI,5,0.8411,0.4264,2.3189163823715604
ca_only,0,1AKI,6,0.9229,0.4264,2.516577893840449
ca_only,0,1AKI,7,0.8902,0.4884,2.4356167259259727
ca_only,0,1AKI,8,0.8225,0.4264,2.2761831883546866
ca_only,0,1BPI,1,1.0701,0.4138,2.915671052504378
ca_only,0,1BPI,2,1.0442,0.3448,2.8411247144777874
ca_only,0,1BPI,3,1.0673,0.3448,2.9075185923278855
ca_only,0,1BPI,4,1.0306,0.3621,2.802746978492602
ca_only,0,1BPI,5,0.9811,0.3966,2.6673887563827936
ca_only,0,1BPI,6,1.0169,0.3621,2.7646111716381396
ca_only,0,1BPI,7,0.9793,0.3793,2.6625917751995543
ca_only,0,1BPI,8,1.0247,0.4138,2.7862594573344355
ca_only,0,1CRN,1,1.1013,0.4348,3.0080739793982367
ca_only,0,1CRN,2,0.9104,0.3261,2.485316461170475
ca_only,0,1CRN,3,0.9794,0.3913,2.6628580476904773
ca_only,0,1CRN,4,1.0363,0.3478,2.8187682535262772
ca_only,0,1CRN,5,1.0028,0.413,2.7259036831957504
ca_only,0,1CRN,6,1.0089,0.3696,2.7425825143801132
ca_only,0,1CRN,7,0.9935,0.3696,2.70067029606158
ca_only,0,1CRN,8,1.0309,0.3478,2.803587928722377
ca_only,0,1CSP,1,0.9405,0.4925,2.5612617290894533
ca_only,0,1CSP,2,0.9783,0.4179,2.659930514276588
ca_only,0,1CSP,3,0.9122,0.3881,2.4897940594300643
ca_only,0,1CSP,4,0.8623,0.4776,2.3686022186562057
ca_only,0,1CSP,5,0.9422,0.4627,2.5656195771502417
ca_only,0,1CSP,6,0.9548,0.4627,2.5981509007728847
ca_only,0,1CSP,7,0.9586,0.4925,2.6080426566288715
ca_only,0,1CSP,8,0.9369,0.4179,2.552057763942276
ca_only,0,1ENH,1,1.073,0.3889,2.9241387708137303
ca_only,0,1ENH,2,0.9856,0.3704,2.6794190536542573
ca_only,0,1ENH,3,1.066,0.3148,2.90374127394678
ca_only,0,1ENH,4,1.0026,0.4074,2.725358556973551
ca_only,0,1ENH,5,1.048,0.4074,2.8519415273209767
ca_only,0,1ENH,6,1.0561,0.3333,2.8751360647528807
ca_only,0,1ENH,7,1.131,0.4259,3.098753704969158
ca_only,0,1ENH,8,1.0092,0.3519,2.7434054125629834
ca_only,0,1FKB,1,0.8609,0.5888,2.3652884956973996
ca_only,0,1FKB,2,0.8294,0.4766,2.2919431617348507
ca_only,0,1FKB,3,0.8493,0.5327,2.3380096722093953
ca_only,0,1FKB,4,0.8151,0.5234,2.2594016012131917
ca_only,0,1FKB,5,0.8279,0.5327,2.2885078241395704
ca_only,0,1FKB,6,0.8659,0.5607,2.3771445536205844
ca_only,0,1FKB,7,0.8374,0.486,2.3103522451808396
ca_only,0,1FKB,8,0.8232,0.5794,2.2777770743815604
ca_only,0,1HEL,1,0.8613,0.4109,2.3662348003439906
ca_only,0,1HEL,2,0.9013,0.4574,2.462802674467
ca_only,0,1HEL,3,0.8516,0.4264,2.343393283234881
ca_only,0,1HEL,4,0.9064,0.4884,2.4753950513739293
ca_only,0,1HEL,5,0.8596,0.4574,2.3622156184559637
ca_only,0,1HEL,6,0.8834,0.4186,2.419110716225765
ca_only,0,1HEL,7,0.8693,0.4419,2.3852406005835407
ca_only,0,1HEL,8,0.8449,0.4264,2.3277450284282786
ca_only,0,1IGD,1,1.0941,0.4426,2.9864936292341926
ca_only,0,1IGD,2,1.0803,0.3934,2.9455630874546754
ca_only,0,1IGD,3,1.0143,0.3934,2.7574325188844346
ca_only,0,1IGD,4,0.9967,0.4098,2.7093262832019605
ca_only,0,1IGD,5,0.9815,0.3934,2.6684559253049023
ca_only,0,1IGD,6,0.9923,0.3443,2.6974314354113593
ca_only,0,1IGD,7,1.0111,0.4098,2.7486228378312827
ca_only,0,1IGD,8,1.0257,0.3443,2.7890471103859915
ca_only,0,1LZ1,1,0.9115,0.3923,2.4880518134456993
ca_only,0,1LZ1,2,0.8623,0.4077,2.3686022186562057
ca_only,0,1LZ1,3,0.9282,0.4385,2.5299511645405754
ca_only,0,1LZ1,4,0.8958,0.4077,2.4492944414502147
ca_only,0,1LZ1,5,0.9177,0.3692,2.5035256540270274
ca_only,0,1LZ1,6,0.9267,0.4231,2.5261590825662608
ca_only,0,1LZ1,7,0.9217,0.4308,2.5135598115793667
ca_only,0,1LZ1,8,0.9228,0.4,2.516326248633535
ca_only,0,1MBN,1,1.0029,0.3922,2.726176287194043
ca_only,0,1MBN,2,0.9785,0.3725,2.6604625535816004
ca_only,0,1MBN,3,1.0016,0.4183,2.722634560641743
ca_only,0,1MBN,4,0.9911,0.4248,2.694196459062872
ca_only,0,1MBN,5,0.9724,0.4248,2.644283129418118
ca_only,0,1MBN,6,1.0312,0.3791,2.8044291312750675
ca_only,0,1MBN,7,0.9751,0.4248,2.6514323409599827
ca_only,0,1MBN,8,1.023,0.4052,2.78152684012137
ca_only,0,1UBI,1,0.8508,0.5132,2.341519318294214
ca_only,0,1UBI,2,0.898,0.4737,2.4546888208630264
ca_only,0,1UBI,3,0.8341,0.5,2.3027406488132716
ca_only,0,1UBI,4,0.8513,0.4737,2.342690370692064
ca_only,0,1UBI,5,0.825,0.4737,2.2818807653293036
ca_only,0,1UBI,6,0.8642,0.5132,2.373106840907651
ca_only,0,1UBI,7,0.8381,0.4474,2.3119700579208646
ca_only,0,1UBI,8,0.8416,0.4868,2.320076130475611
ca_only,0,1UBQ,1,0.8463,0.4737,2.3310061537231346
ca_only,0,1UBQ,2,0.8372,0.4342,2.309890220935768
ca_only,0,1UBQ,3,0.8286,0.5132,2.2901103404317342
ca_only,0,1UBQ,4,0.813,0.4868,2.254661836345618
ca_only,0,1UBQ,5,0.84,0.4474,2.3163669767810915
ca_only,0,1UBQ,6,0.8368,0.4474,2.3089664496139752
ca_only,0,1UBQ,7,0.8404,0.4737,2.317293708905873
ca_only,0,1UBQ,8,0.8515,0.4868,2.3431589556231334
ca_only,0,1VII,1,1.0693,0.2222,2.913339448428357
ca_only,0,1VII,2,1.0251,0.1667,2.7873741840478488
ca_only,0,1VII,3,1.0483,0.2222,2.852797238129376
ca_only,0,1VII,4,1.0971,0.3056,2.995466562792533
ca_only,0,1VII,5,1.0721,0.2222,2.9215082298409976
ca_only,0,1VII,6,1.1371,0.25,3.1177138722875086
ca_only,0,1VII,7,1.0606,0.2778,2.888103331512222
ca_only,0,1VII,8,1.0231,0.25,2.78180500671348
ca_only,0,2ACY,1,0.9519,0.3367,2.590627177831783
ca_only,0,2ACY,2,0.8901,0.3878,2.4353731764310576
ca_only,0,2ACY,3,0.8983,0.3265,2.455425337981329
ca_only,0,2ACY,4,0.906,0.3776,2.4744050913585824
ca_only,0,2ACY,5,0.9358,0.3776,2.549252043830911
ca_only,0,2ACY,6,0.9397,0.3571,2.5592135390914175
ca_only,0,2ACY,7,0.9009,0.3571,2.46181775039516
ca_only,0,2ACY,8,0.9624,0.3571,2.6179720726661375
ca_only,0,2GB1,1,0.887,0.3214,2.427835209469566
ca_only,0,2GB1,2,0.9212,0.2857,2.5123033458161945
ca_only,0,2GB1,3,0.9222,0.3036,2.5148169057325056
ca_only,0,2GB1,4,0.9509,0.3393,2.588037845535877
ca_only,0,2GB1,5,1.0674,0.375,2.907809358725196
ca_only,0,2GB1,6,0.9973,0.3214,2.7109523667481628
ca_only,0,2GB1,7,0.9872,0.3036,2.6837095556263746
ca_only,0,2GB1,8,0.8905,0.3214,2.436347520557464
ca_only,0,2LZM,1,0.7452,0.6037,2.106862765399361
ca_only,0,2LZM,2,0.7657,0.6585,2.150499197343973
ca_only,0,2LZM,3,0.7627,0.6098,2.1440573673283363
ca_only,0,2LZM,4,0.7841,0.622,2.1904346621450492
ca_only,0,2LZM,5,0.8143,0.5732,2.2575948027479695
ca_only,0,2LZM,6,0.7836,0.6402,2.1893397185726813
ca_only,0,2LZM,7,0.7855,0.5793,2.1935034183001307
ca_only,0,2LZM,8,0.8108,0.6402,2.249707032588228
ca_only,0,2PCY,1,0.8229,0.404,2.277093843748965
ca_only,0,2PCY,2,0.8978,0.4242,2.4541979321893574
ca_only,0,2PCY,3,0.8689,0.3535,2.3842866951371158
ca_only,0,2PCY,4,0.858,0.4545,2.3584390954904646
ca_only,0,2PCY,5,0.8664,0.4343,2.3783334230899937
ca_only,0,2PCY,6,0.8979,0.4343,2.454443364253975
ca_only,0,2PCY,7,0.8821,0.4747,2.415967915557717
ca_only,0,2PCY,8,0.8955,0.4242,2.4485597633250085
ca_only,0,2PTL,1,1.4861,0.2436,4.419824546766365
ca_only,0,2PTL,2,1.4072,0.2308,4.08450277010971
ca_only,0,2PTL,3,1.4238,0.2564,4.152871405805243
ca_only,0,2PTL,4,1.5541,0.2436,4.73082686442164
ca_only,0,2PTL,5,1.4457,0.2436,4.244822478816719
ca_only,0,2PTL,6,1.4441,0.1923,4.238036193326745
ca_only,0,2PTL,7,1.479,0.2564,4.388554930978704
ca_only,0,2PTL,8,1.4669,0.2179,4.335773388622348
ca_only,0,3CHY,1,0.8543,0.4375,2.349728994460826
ca_only,0,3CHY,2,0.8755,0.4688,2.400075031523476
ca_only,0,3CHY,3,0.8073,0.4609,2.241846821367769
